Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
32.0,4.6,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,19
39.0,5.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,30
33.0,4.9,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,26
34.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,21
31.0,4.4,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,36
33.0,4.9,Fog,Medium,2,scooter,1.0,No,Urban,16
28.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Urban,29
,,Cloudy,Jam,0,motorcycle,1.0,No,Semi-Urban,52
29.0,4.6,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,20
30.0,4.3,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,36
38.0,4.9,Sunny,Low,1,scooter,0.0,No,,23
27.0,4.6,Windy,Jam,2,scooter,1.0,No,,22
39.0,5.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,54
28.0,4.9,Sunny,Jam,2,scooter,1.0,No,Metropolitian,20
32.0,4.5,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,26
30.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,25
20.0,4.9,Fog,High,1,motorcycle,1.0,No,Metropolitian,27
36.0,4.8,Sunny,Medium,2,motorcycle,1.0,No,Urban,24
28.0,5.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,31
36.0,4.4,Windy,Medium,1,motorcycle,2.0,No,Metropolitian,39
35.0,4.7,Windy,Jam,1,scooter,1.0,No,Metropolitian,25
32.0,3.6,Windy,Jam,2,scooter,1.0,No,Metropolitian,36
27.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Urban,11
24.0,4.8,Fog,Low,2,scooter,1.0,No,Urban,18
29.0,4.6,Stormy,Low,2,scooter,1.0,No,,17
39.0,4.9,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,30
20.0,4.7,Windy,Jam,1,scooter,1.0,No,Metropolitian,18
23.0,4.7,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,27
32.0,4.3,Stormy,Jam,2,scooter,0.0,No,Metropolitian,34
38.0,4.9,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,23
29.0,4.9,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,39
30.0,4.5,Windy,Medium,2,electric_scooter,1.0,No,Urban,28
33.0,4.7,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,37
21.0,4.7,Fog,Medium,0,motorcycle,0.0,No,Urban,25
23.0,4.5,Sandstorms,High,1,scooter,1.0,No,Metropolitian,22
33.0,4.9,Cloudy,Medium,0,motorcycle,1.0,No,Urban,34
39.0,4.6,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,20
34.0,4.7,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,41
21.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20
37.0,4.8,Fog,Medium,1,scooter,1.0,Yes,Metropolitian,41
33.0,3.6,Stormy,Jam,2,scooter,1.0,No,Metropolitian,32
26.0,4.8,Fog,Low,2,motorcycle,0.0,No,Metropolitian,22
20.0,4.6,Fog,Low,2,motorcycle,0.0,No,Metropolitian,14
22.0,4.5,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
38.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,28
23.0,4.5,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,17
27.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Urban,11
28.0,5.0,Cloudy,Jam,2,motorcycle,0.0,No,Metropolitian,31
22.0,4.7,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29
35.0,4.7,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,34
25.0,4.6,Fog,Low,1,scooter,0.0,No,Urban,11
25.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Urban,16
30.0,4.6,Fog,Medium,2,scooter,1.0,No,Metropolitian,30
36.0,5.0,Windy,High,0,motorcycle,0.0,No,Urban,49
25.0,4.7,Fog,Low,2,scooter,1.0,No,Metropolitian,25
33.0,4.3,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,48
24.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,15
21.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,26
28.0,4.7,Windy,Jam,1,motorcycle,1.0,No,Urban,28
24.0,4.8,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,18
30.0,4.9,Fog,Jam,1,motorcycle,1.0,No,Urban,33
30.0,4.7,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,33
24.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,15
34.0,4.1,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,47
20.0,4.7,Fog,High,1,scooter,1.0,No,Metropolitian,25
31.0,4.6,Windy,Low,0,motorcycle,1.0,No,Urban,29
21.0,5.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,19
37.0,4.6,Fog,Jam,1,scooter,1.0,No,Urban,32
35.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,33
27.0,4.8,Windy,Medium,1,scooter,0.0,No,Urban,16
21.0,4.9,Sunny,Low,2,motorcycle,0.0,No,Urban,20
24.0,4.9,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,21
31.0,4.9,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,31
24.0,4.8,Sunny,Medium,1,motorcycle,,No,Urban,11
39.0,3.6,Fog,Low,1,motorcycle,1.0,No,Metropolitian,38
30.0,3.8,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,39
27.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,24
35.0,4.5,Windy,Low,2,scooter,1.0,No,Metropolitian,28
34.0,4.6,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,48
23.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,17
,,,,3,electric_scooter,1.0,No,Metropolitian,23
38.0,4.5,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,25
28.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,26
,,,,3,scooter,0.0,No,Metropolitian,20
20.0,4.6,Sunny,Medium,1,motorcycle,1.0,No,Urban,11
35.0,4.9,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,17
32.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,34
37.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,27
34.0,4.9,Sunny,Medium,2,scooter,1.0,No,Metropolitian,18
33.0,4.1,Fog,Jam,2,electric_scooter,1.0,No,Urban,39
34.0,4.8,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,23
20.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Urban,28
21.0,4.8,Stormy,Jam,2,motorcycle,1.0,No,Urban,17
24.0,4.2,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,35
30.0,4.6,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,18
29.0,4.8,Windy,Jam,1,scooter,1.0,No,Urban,29
34.0,4.7,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,25
30.0,4.5,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,22
21.0,4.9,Fog,Medium,2,scooter,0.0,No,Metropolitian,19
28.0,4.7,Sunny,Low,2,scooter,0.0,No,Urban,22
22.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Urban,24
28.0,4.9,Stormy,High,0,motorcycle,1.0,No,Urban,22
33.0,5.0,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,22
22.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,23
33.0,4.5,Windy,High,2,electric_scooter,0.0,No,Urban,27
20.0,4.8,Cloudy,Low,2,scooter,0.0,No,Metropolitian,13
20.0,5.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,28
20.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,17
30.0,4.2,Sandstorms,Jam,2,scooter,1.0,No,Urban,43
21.0,4.9,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,20
37.0,3.7,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,37
24.0,4.4,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,44
28.0,4.8,Sunny,Low,2,electric_scooter,1.0,No,Urban,22
28.0,5.0,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,44
28.0,4.6,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,20
31.0,4.6,Sunny,Jam,0,motorcycle,2.0,No,Metropolitian,39
22.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,26
29.0,4.8,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,15
33.0,4.7,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,26
,,,,3,electric_scooter,1.0,No,Metropolitian,27
22.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
31.0,4.4,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,36
30.0,4.1,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,48
27.0,4.6,Sunny,Medium,1,scooter,0.0,No,Metropolitian,14
,,Cloudy,Medium,1,motorcycle,1.0,No,,30
28.0,4.8,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,15
,,Sandstorms,High,2,scooter,1.0,No,Metropolitian,32
30.0,4.8,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,18
20.0,4.7,Windy,High,2,scooter,0.0,No,Urban,13
23.0,4.3,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,54
26.0,5.0,Cloudy,Jam,2,scooter,1.0,No,Urban,24
32.0,4.9,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,26
35.0,4.4,Windy,Medium,2,scooter,1.0,No,Metropolitian,37
32.0,3.9,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,32
24.0,4.9,Fog,Medium,1,scooter,1.0,No,Urban,26
36.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,51
23.0,4.9,Stormy,Medium,2,scooter,0.0,No,Metropolitian,17
39.0,4.7,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,26
24.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,,29
34.0,4.8,Sunny,High,1,motorcycle,1.0,No,Metropolitian,18
25.0,4.6,Cloudy,Low,0,motorcycle,0.0,No,Urban,17
27.0,4.4,Sunny,High,0,motorcycle,1.0,No,Metropolitian,47
23.0,4.6,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,31
35.0,4.6,Fog,Low,0,motorcycle,0.0,No,Metropolitian,40
35.0,3.8,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,32
21.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,45
26.0,4.7,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,26
36.0,4.9,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,44
36.0,4.9,Windy,Low,2,motorcycle,1.0,No,Metropolitian,23
28.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,29
27.0,4.7,Windy,High,2,scooter,1.0,No,Metropolitian,14
21.0,4.7,Windy,Medium,2,scooter,0.0,No,Urban,18
20.0,4.1,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,39
36.0,4.4,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,49
25.0,4.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,15
21.0,4.6,Windy,High,2,electric_scooter,1.0,No,Metropolitian,15
25.0,4.9,Windy,Jam,2,scooter,1.0,No,Urban,22
37.0,3.5,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,43
33.0,4.9,Sandstorms,Medium,2,electric_scooter,0.0,No,Urban,26
23.0,4.7,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,12
29.0,4.6,Fog,Medium,2,scooter,0.0,No,Metropolitian,15
27.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,Urban,23
21.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Urban,20
28.0,4.6,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,23
22.0,4.5,Sandstorms,Jam,2,motorcycle,0.0,No,Urban,21
27.0,5.0,Stormy,Jam,2,scooter,0.0,No,Metropolitian,23
26.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,24
36.0,4.3,Sandstorms,Jam,1,motorcycle,2.0,No,,33
36.0,4.9,Fog,Jam,0,motorcycle,3.0,No,Urban,46
31.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,26
25.0,4.2,Windy,Jam,0,motorcycle,1.0,No,Urban,39
35.0,5.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,24
22.0,4.7,Sandstorms,Low,1,scooter,1.0,No,Urban,10
33.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,33
35.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,21
32.0,4.2,Cloudy,Medium,2,motorcycle,1.0,No,Urban,44
26.0,5.0,Stormy,Medium,2,scooter,0.0,No,Metropolitian,26
26.0,4.6,Cloudy,Low,1,scooter,0.0,No,Metropolitian,23
24.0,4.7,Sunny,Medium,1,scooter,1.0,No,Urban,14
26.0,4.6,Stormy,Medium,1,scooter,1.0,No,Metropolitian,24
33.0,4.9,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,29
32.0,4.2,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,33
31.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,27
35.0,4.8,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,30
34.0,4.8,Cloudy,Low,2,scooter,1.0,No,Metropolitian,18
31.0,4.5,Fog,Low,0,motorcycle,1.0,No,Metropolitian,27
30.0,4.6,Fog,High,0,motorcycle,1.0,No,Metropolitian,33
34.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,22
33.0,4.7,Windy,Low,1,scooter,1.0,No,Metropolitian,16
37.0,4.5,Stormy,Jam,1,scooter,0.0,No,Urban,30
23.0,4.6,Windy,Jam,1,scooter,,No,Urban,14
38.0,4.7,Fog,Medium,1,scooter,1.0,No,Urban,15
36.0,4.6,Stormy,Low,2,scooter,0.0,No,Metropolitian,27
34.0,4.3,Sandstorms,Medium,2,scooter,0.0,No,Urban,33
20.0,5.0,Fog,Low,2,scooter,1.0,No,Metropolitian,18
24.0,4.1,Stormy,Jam,0,motorcycle,1.0,No,Urban,37
37.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,27
21.0,4.9,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,36
22.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,17
31.0,4.6,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,47
32.0,4.7,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,26
25.0,5.0,Windy,Low,1,scooter,1.0,No,Metropolitian,16
20.0,4.9,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17
26.0,4.5,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,21
30.0,4.9,Windy,Low,1,scooter,1.0,No,Metropolitian,29
36.0,4.7,Fog,Jam,2,motorcycle,2.0,No,Metropolitian,42
31.0,4.6,Stormy,High,0,motorcycle,0.0,No,Metropolitian,35
25.0,4.7,Fog,High,1,motorcycle,0.0,No,Urban,25
37.0,4.5,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,28
25.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,48
21.0,4.8,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,36
32.0,4.8,Sandstorms,Low,2,scooter,1.0,No,Urban,15
32.0,4.3,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,39
38.0,5.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,32
26.0,4.5,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
,,,,3,scooter,1.0,No,Metropolitian,36
34.0,4.3,Cloudy,Low,1,scooter,0.0,No,Metropolitian,37
35.0,4.7,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,15
23.0,4.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,38
,,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,33
23.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29
21.0,4.9,Windy,Jam,1,scooter,1.0,No,Metropolitian,28
34.0,4.6,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,50
28.0,4.7,Windy,Low,2,motorcycle,0.0,No,Urban,12
28.0,4.7,Cloudy,Low,2,scooter,0.0,No,Metropolitian,15
39.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,24
31.0,4.6,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,27
31.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,23
35.0,4.8,Cloudy,Medium,0,motorcycle,0.0,No,Urban,42
,,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,43
33.0,4.4,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,21
35.0,4.8,Sandstorms,Medium,0,motorcycle,0.0,Yes,Metropolitian,47
24.0,5.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,18
21.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,31
34.0,4.4,Sandstorms,Jam,2,scooter,2.0,No,Urban,39
20.0,4.9,Fog,Low,0,motorcycle,0.0,No,Metropolitian,21
35.0,4.8,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,39
33.0,3.6,Fog,Low,1,scooter,1.0,No,Urban,36
25.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29
27.0,4.7,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,23
34.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,22
27.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,30
28.0,4.6,Sandstorms,High,2,electric_scooter,1.0,No,Metropolitian,13
37.0,4.9,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,23
30.0,4.9,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,24
23.0,3.8,Sunny,Jam,0,motorcycle,0.0,No,Semi-Urban,53
34.0,4.6,Stormy,Jam,1,scooter,,No,Metropolitian,26
24.0,4.9,Stormy,High,0,motorcycle,1.0,No,Metropolitian,17
35.0,4.2,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,38
30.0,4.9,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,18
36.0,4.7,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,30
24.0,4.8,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,27
36.0,4.9,Stormy,Low,1,scooter,0.0,No,Metropolitian,25
36.0,4.8,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,21
27.0,3.4,Sunny,Low,1,scooter,1.0,Yes,Metropolitian,43
31.0,4.7,Stormy,Low,1,scooter,1.0,No,Metropolitian,26
34.0,4.7,Sunny,Low,2,scooter,0.0,No,Urban,16
33.0,3.8,Windy,Medium,2,scooter,1.0,No,Urban,34
,,Sandstorms,Low,2,motorcycle,1.0,No,Urban,16
35.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,20
21.0,4.6,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,14
30.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Urban,28
34.0,4.8,Sunny,Low,2,scooter,0.0,No,Metropolitian,16
20.0,4.2,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
39.0,4.8,Sunny,Low,1,scooter,0.0,No,Metropolitian,18
23.0,4.6,Fog,Jam,1,scooter,1.0,No,Metropolitian,42
34.0,4.7,Cloudy,Low,1,motorcycle,1.0,No,Urban,17
35.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,23
27.0,5.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,24
33.0,4.7,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,25
24.0,4.8,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,10
34.0,4.1,Windy,Jam,1,scooter,1.0,No,Metropolitian,39
23.0,4.4,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,38
33.0,4.7,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,21
38.0,4.7,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,31
,,,,3,motorcycle,1.0,No,Urban,21
35.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22
22.0,4.5,Fog,Low,2,scooter,0.0,No,Urban,18
36.0,4.7,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,23
24.0,4.6,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,26
27.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Urban,28
34.0,5.0,Stormy,High,2,scooter,1.0,No,Metropolitian,31
27.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Urban,18
23.0,4.6,Cloudy,Jam,1,scooter,1.0,No,,33
28.0,4.6,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,15
27.0,4.0,Sandstorms,High,0,motorcycle,2.0,No,,35
34.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,31
29.0,4.4,Fog,Jam,2,electric_scooter,2.0,No,Urban,38
30.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,29
30.0,4.7,Sandstorms,Jam,1,scooter,,No,Urban,26
24.0,4.7,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,36
25.0,4.6,Stormy,Low,1,scooter,0.0,No,Urban,11
29.0,4.1,Fog,Jam,2,scooter,1.0,No,Metropolitian,35
31.0,4.8,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,24
33.0,4.1,Fog,High,2,scooter,1.0,No,Urban,38
,,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,17
30.0,4.3,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,46
30.0,4.7,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,21
29.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,35
23.0,4.8,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,29
31.0,4.8,Sunny,Low,2,electric_scooter,1.0,No,Urban,15
22.0,4.8,Stormy,Jam,1,motorcycle,1.0,No,Urban,19
36.0,4.5,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,25
,,,,3,motorcycle,1.0,No,Metropolitian,15
29.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,37
31.0,4.9,Sunny,Low,2,scooter,1.0,No,Urban,16
32.0,3.8,Stormy,Jam,1,scooter,1.0,No,Metropolitian,40
20.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,21
27.0,5.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,43
25.0,4.9,Stormy,Low,2,scooter,0.0,No,Metropolitian,19
32.0,4.7,Fog,Low,0,motorcycle,1.0,No,,25
30.0,4.8,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,15
27.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,,15
21.0,4.7,Sandstorms,Low,2,motorcycle,0.0,No,Urban,11
26.0,4.6,Cloudy,Low,0,motorcycle,0.0,No,Urban,20
39.0,4.9,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,36
26.0,4.7,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,38
36.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,46
20.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,19
36.0,4.8,Fog,Medium,1,scooter,1.0,No,Metropolitian,43
23.0,4.6,Windy,Medium,1,scooter,1.0,No,Metropolitian,21
20.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,17
35.0,4.6,Windy,Medium,1,motorcycle,2.0,No,Metropolitian,34
31.0,5.0,Sandstorms,Medium,0,motorcycle,2.0,No,Metropolitian,46
34.0,3.5,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,34
22.0,4.8,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,16
24.0,4.9,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,35
26.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,23
29.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,25
27.0,4.7,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,24
33.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,29
50.0,6.0,,,3,motorcycle,0.0,No,Metropolitian,28
39.0,5.0,Windy,Low,2,scooter,0.0,No,Metropolitian,28
38.0,4.6,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,28
24.0,4.3,Sunny,High,0,motorcycle,0.0,Yes,Urban,42
33.0,4.6,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,18
23.0,4.8,Sunny,Jam,1,motorcycle,,No,Urban,10
24.0,4.5,Sandstorms,Low,2,motorcycle,1.0,No,Urban,18
31.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,25
34.0,4.9,Fog,High,0,motorcycle,,No,Metropolitian,29
26.0,4.7,Fog,Low,2,motorcycle,0.0,No,Urban,12
25.0,4.6,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,17
25.0,4.7,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,27
28.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,22
27.0,4.5,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,16
30.0,5.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,24
35.0,4.8,Windy,Low,2,motorcycle,1.0,No,Metropolitian,28
28.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Urban,23
31.0,5.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,29
32.0,4.7,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,19
25.0,4.7,Sandstorms,Low,1,motorcycle,1.0,No,Urban,11
31.0,4.8,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,33
33.0,4.6,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,29
39.0,4.2,Cloudy,Jam,1,scooter,0.0,No,Urban,37
30.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,40
29.0,4.8,Stormy,Jam,2,scooter,0.0,No,Urban,25
21.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,13
31.0,4.7,Sunny,Jam,2,scooter,1.0,No,Metropolitian,20
22.0,4.5,Sunny,Medium,2,motorcycle,1.0,,Metropolitian,12
38.0,4.2,Cloudy,Jam,2,electric_scooter,2.0,Yes,Metropolitian,47
38.0,4.3,Stormy,Low,0,motorcycle,2.0,No,Metropolitian,33
25.0,4.9,Fog,Medium,2,scooter,1.0,No,Metropolitian,25
39.0,4.7,Fog,Low,1,scooter,1.0,No,Urban,16
37.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,33
32.0,4.5,Stormy,Jam,2,scooter,0.0,No,Metropolitian,39
31.0,5.0,Cloudy,Jam,2,electric_scooter,0.0,No,Metropolitian,49
22.0,4.5,Stormy,Medium,1,scooter,1.0,No,Urban,28
